                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                0.62894,                0.33787,                0.91726,                0.94621,                 0.8529,                0.92693,                0.64015,                 1.2873,                0.68387,                 1.4148,              0.0004754,              0.0004754,              0.0004754
                     79,                 0.6376,                0.34797,                0.92432,                0.94193,                0.84264,                0.90666,                0.62173,                 1.2205,                0.71793,                 1.3289,              0.0004556,              0.0004556,              0.0004556
                     80,                0.61335,                0.33523,                 0.9112,                0.92873,                0.85742,                0.89443,                0.60519,                 1.2296,                0.69277,                 1.3599,              0.0004358,              0.0004358,              0.0004358
                     81,                0.61601,                0.33544,                0.91922,                0.93318,                0.83431,                0.90086,                0.62054,                 1.2059,                0.70366,                 1.3344,               0.000416,               0.000416,               0.000416
                     82,                0.61546,                0.32552,                0.91411,                0.93838,                0.84069,                0.90465,                0.61785,                 1.2325,                0.73366,                 1.3669,              0.0003962,              0.0003962,              0.0003962
                     83,                0.62317,                0.32805,                0.91935,                0.94557,                0.84762,                 0.9124,                0.64073,                 1.1575,                0.69168,                 1.2895,              0.0003764,              0.0003764,              0.0003764
                     84,                0.61035,                 0.3284,                0.91223,                0.94841,                0.85455,                0.90011,                0.61533,                 1.2119,                0.67563,                 1.3262,              0.0003566,              0.0003566,              0.0003566
                     85,                0.60819,                0.33141,                0.91436,                0.94442,                0.83117,                0.90948,                0.63584,                 1.1696,                 0.6782,                 1.3118,              0.0003368,              0.0003368,              0.0003368
                     86,                0.60594,                0.32302,                0.91202,                0.94437,                0.85248,                0.90422,                0.62315,                 1.1878,                0.69145,                 1.3498,               0.000317,               0.000317,               0.000317
                     87,                0.61205,                0.33111,                0.91959,                0.94099,                0.85022,                0.91203,                0.64899,                 1.1697,                0.67664,                 1.3242,              0.0002972,              0.0002972,              0.0002972
                     88,                0.60876,                0.32062,                0.91186,                0.90007,                0.82657,                0.89519,                0.62325,                 1.1701,                0.75306,                 1.3215,              0.0002774,              0.0002774,              0.0002774
                     89,                0.58701,                0.31042,                0.90612,                0.93924,                0.86997,                 0.9125,                0.63271,                 1.1596,                0.67889,                  1.311,              0.0002576,              0.0002576,              0.0002576
                     90,                0.59238,                0.32021,                0.90257,                0.94274,                0.87186,                0.91667,                0.63982,                 1.1522,                0.66431,                 1.2992,              0.0002378,              0.0002378,              0.0002378
                     91,                0.57603,                0.28991,                 0.8909,                0.92726,                0.83879,                0.90083,                0.62785,                 1.1827,                0.68863,                 1.3433,               0.000218,               0.000218,               0.000218
                     92,                0.57403,                0.28458,                0.87892,                0.94116,                0.84475,                0.89877,                0.62757,                  1.167,                0.68705,                 1.3244,              0.0001982,              0.0001982,              0.0001982
                     93,                0.56668,                0.28333,                0.88424,                0.91345,                0.82511,                0.87965,                0.59856,                  1.227,                0.76036,                 1.3925,              0.0001784,              0.0001784,              0.0001784
                     94,                0.55044,                0.27977,                0.88337,                0.95047,                0.82857,                0.90472,                0.62543,                 1.1929,                0.70197,                  1.346,              0.0001586,              0.0001586,              0.0001586
                     95,                0.55223,                0.27925,                0.88966,                0.94181,                0.84156,                0.91551,                0.64848,                 1.1646,                0.68046,                 1.3128,              0.0001388,              0.0001388,              0.0001388
                     96,                0.53936,                 0.2735,                0.87768,                 0.9426,                0.84069,                0.91878,                0.65783,                 1.1588,                0.66326,                 1.3087,               0.000119,               0.000119,               0.000119
                     97,                0.54894,                0.26729,                0.87432,                0.92993,                0.83886,                0.91804,                0.65234,                  1.179,                0.67832,                 1.3367,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.52717,                0.26323,                0.87395,                 0.9557,                0.81645,                0.91195,                0.65287,                 1.1724,                0.67721,                 1.3224,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.53447,                0.26428,                0.86998,                0.95854,                0.82077,                0.91249,                0.65566,                 1.1689,                0.68403,                 1.3146,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.52375,                0.26588,                0.87293,                0.95206,                0.82536,                  0.914,                0.65382,                 1.1666,                0.68252,                  1.314,               3.98e-05,               3.98e-05,               3.98e-05
